adminPrice,amenitiesCommonZones,amenitiesExteriors,amenitiesInteriors,ammenitiesSector,areaBuilt,bathrooms,builtTime,businessType,cityID,cityName,comment,commonNeighborhood,companyId,companyName,firstCapture,floor,garages,lastCapture,latitude,longitude,neighborhood,numPictures,propAddress,propID,propType,propertyState,rentPrice,rentTotalPrice,rooms,salePrice,sectorName,stratum,timeMarket,zoneID,zoneName
0,,"Terraza, Vivienda Bifamiliar","Bano Auxiliar, Calentador, Cocina Integral, Comedor auxiliar, Cuarto de Servicio, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",640.0,9,Mas de 30 anos,VENTA,5500006,MEDELLIN,.,,1851525,ARRENDAMIENTOS SANTA FE,18-03-2021,,2,18-03-2021,6.2475700378418,-75.5929183959961,LAURELES,28,CALLE 41 NO. 73-36,5929251,CASA,USED,,,12,2400000000,,5,1,5500106,OCCIDENTE
0,,Garaje / Parqueadero(s),"Bano Auxiliar, Closet, Cocina Integral, Piso en Baldosa /  Marmol, Zona de lavanderia",Zona Residencial,80.0,3,Menos de 1 ano,VENTA,5500006,MEDELLIN,"casa en venta ubicada en medellin sector la loma de los bernal. valor administracion $190.000. valor predial $588.833. pronto los parqueaderos seran privados,  canchas de futbol y baloncesto. cerca a colegios,  d1,  exito,  estacion metro,  iglesias y con acceso a buen transporte. comodidades. sala-comedor,  3 alcobas,  3 closet,  piso en ceramica,  3 banos,  cocina abierta integral,  zona de ropas,  3 niveles,  garaje comun y salon social.  622-15052.",,29288,SANTAMARIA Y ASOCIADOS,18-03-2021,,1,18-03-2021,6.21908330917358,-75.6013870239258,,9,CALLE   -,5914633,CASA,USED,,,3,298700000,,4,1,0,
0,,Terraza,"Balcon, Cuarto de Servicio, Patio, Zona de lavanderia",,112.0,2,,VENTA,5500006,MEDELLIN,. cod: 26575.,,424324,BANCASA,18-03-2021,,,18-03-2021,0,0,,6,,5904808,CASA,USED,,,4,300000000,,3,1,0,
0,,"Acceso Pavimentado, Jardin","Balcon, Bano Auxiliar, Bano Independiente, Citofono, Closet, Cocina Integral, Cuarto de Servicio, Instalacion de gas, Patio, Zona de lavanderia",,400.0,5,Mas de 30 anos,VENTA,5500006,MEDELLIN,"venta casa para oficina o negocio en el sector de la aguacatala 2 . dos niveles con cuatro habitaciones ,  sala comedor ,  cocina,  garaje,  todo esta adecuado para oficinas con banos ,  zona de parqueo. cita previa. .",,28842,SOR ANGELA MORALES,18-03-2021,2,6,18-03-2021,6.24763774871826,-75.5658187866211,,20,CARRERA 48B  108 SUR 44,5872575,CASA,USED,,,4,1500000000,,6,1,0,
0,,Terraza,"Cocina Integral, Instalacion de gas, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",41.0,1,9 a 15 anos,VENTA,5500006,MEDELLIN,"codigo arrendamientos santa fe: v9497 propiedad ubicada en manrique san pablo,  con facil acceso al transporte publico,  buses articulados del metro y a la antigua via santa elena,  (ahora via santo domingo),  esta cerca a la uva de la esperanza (uva de san pablo)..",,1851525,ARRENDAMIENTOS SANTA FE,18-03-2021,1,,18-03-2021,6.29203605651855,-75.5434036254883,MANRIQUE,10,CLL 95A 34A-30,5888114,CASA,USED,,,2,115000000,,2,1,5500103,NORORIENTE
0,,"Garaje / Parqueadero(s), Garaje Cubierto, Garaje(s)","Balcon, Bano de Servicio, Closet, Cocina Integral, Comedor, Instalacion de gas, Zona de lavanderia",,272.0,3,,VENTA,5500006,MEDELLIN,"amplia y acogedora casa en venta ubicada en belen fatima. cuenta con ocho alcobas,  cuatro closets,  cocina integral,  1 patio amplio,  balcon,  piso en ceramica,  tres banos,  terraza y garaje cubierto electrico en el primer piso. alrededor de este lugar tendras el corredor principal de la av. 33,  bulerias,  iglesias,  parque malibu,  hamburguesas el corral,  bodytech,  unidad deportiva de belen,  centro comercial unicentro,  ciclorruta y rutas de transporte. !que no se te haga tarde! llamanos y visita este inmueble. arrendamientos el castillo,  40 anos de experiencia en el sector inmobiliario para que vivas mejor..",,28945,ARRENDAMIENTOS EL CASTILLO S.A.S,18-03-2021,1,1,18-03-2021,0,0,,23,CR 66 B 32 B 08 PISO 2,5887969,CASA,USED,,,8,650000000,,4,1,0,
230000,,"Canchas Deportivas, En conjunto cerrado, Parqueadero Visitantes, Piscina, Salon Comunal, Vigilancia, Zonas Verdes","Bano Auxiliar, Calentador, Estudio, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",80.0,3,9 a 15 anos,VENTA,5500006,MEDELLIN,"casa para la venta , cerca centro comercial arkadia ,  vias accesibles muy comodas,  transporte publico muy fluido , muy buen punto.",,1216422,METROS GLOBAL SAS,18-03-2021,1,1,18-03-2021,6.20431995391846,-75.601676940918,RODEO ALTO,22,CARRERA 79C 6SUR-110,5902845,CASA,USED,,,3,260000000,,3,1,5500105,SUROCCIDENTE
0,,,"Balcon, Cocina Integral, Instalacion de gas, Zona de lavanderia","Colegios / Universidades, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",82.0,1,16 a 30 anos,VENTA,5500006,MEDELLIN,"codigo arrendamientos santa fe v7486 ubicada cerca al parque de predregal y al sena. cuenta con buen acceso al servicio de transporte publico,  colegios y supermercados..",,1851525,ARRENDAMIENTOS SANTA FE,18-03-2021,2,,18-03-2021,6.30066013336182,-75.5704727172852,PEDREGAL,11,CALLE 104 NO. 70-40,5926589,CASA,USED,,,3,200000000,,3,1,5500104,NOROCCIDENTE
550000,,"Circuito cerrado de TV, En conjunto cerrado, Jardin, Parqueadero Visitantes, Piscina, Salon Comunal, Terraza, Vigilancia, Zonas Verdes","Balcon, Bano Auxiliar, Calentador, Citofono, Cocina Integral, Cuarto de Servicio, Deposito / Bodega, Despensa, Estudio, Hall de Alcobas, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Trans. Publico cercano",240.0,5,16 a 30 anos,VENTA,5500006,MEDELLIN,"venta de casa en el poblado,  sector el tesoro,  3 niveles,  4 alcobas,  5 banos,  alcoba del servicio,  biblioteca,  jardin,  cocina remodelada,  2 parqueaderos,  unidad con piscina,  juegos infantiles,  porteria,  cerca al centro comercial el tesoro..",,210554,RESPUESTA INMOBILIARIA,18-03-2021,,2,18-03-2021,6.19881343841553,-75.5575103759766,EL POBLADO,29,CARRERA 28  3- 200 ENVILLE ETAPA 2,5948388,CASA,USED,,,4,850000000,,6,1,5500102,SURORIENTE
0,,Acceso Pavimentado,"Balcon, Closet",,90.0,1,9 a 15 anos,VENTA,5500006,MEDELLIN,"comoda casa,  con buena ilumicion,  cuenta de tres niveles. se compone de cocina semintegral con red de gas,  sala comedor,  seis alcobas,  una con closet,  bano enchapado y cabinado en acrilico,  zona de ropas,  dos balcones y piso en baldosa. cod 5504 .",,201050,LA PALMA INMOBILIARIA,18-03-2021,1,,18-03-2021,6.24764966964722,-75.5508804321289,,10,CALLE 57B # 30-105,5176755,CASA,USED,,,6,200000000,,3,1,5500103,NORORIENTE
0,,"Acceso Pavimentado, Garaje / Parqueadero(s), Garaje(s), Terraza","Bano Independiente, Calentador, Closet, Cocina Integral, Cuarto de Servicio, Instalacion de gas, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Cerca de Zona Urbana, Colegios / Universidades, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",186.0,4,,VENTA,5500006,MEDELLIN,"casa en laureles, 186m2 construidos,  en un lote de 246. cuenta con 3 alcobas + servicio,  3 banos + servicio,  cocina integral,   sala - comedor,  estar de television,  zona de ropas independiente,  patio,  parqueadero cubierto.  carateristicas del sector: la casa se encuentra ubicada en un sector muy tranquilo,  con excelente rutas de transporte,  cerca a: supermercados como el exito,  euro,  justo y bueno,  d1,  al  mall de laureles,  a la universidad upb.  .",,341434,BIENES EN RED,18-03-2021,1,1,18-03-2021,6.24610090255737,-75.6021575927734,,11,VIVA EXITO DE LAURELES,5795039,CASA,USED,,,4,580000000,,5,1,5500106,OCCIDENTE
10,,Garaje(s),"Calentador, Cocina Integral, Cocina tipo Americano, Estudio, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano",140.0,3,16 a 30 anos,VENTA,5500006,MEDELLIN,"vendo casa en la milagrosa, piso 1, consta de 3 alcobas, 1 closet, 1 sala, 1 comedor aparte, cocina integral con barra americana con red de gas, piso en ceramica, 2 banos uno cabinado, 2 patios interiores cubiertos, un solar grande, aparta estudio independiente con 2 habitaciones, cocina y bano con puerta garaje",,1289696,FLOR ALICIA CANO OLAYA,18-03-2021,1,1,18-03-2021,0,0,LA MILAGROSA,10,CR 31 CON LA 39,5895063,CASA,USED,,,5,350000000,,3,1,5500103,NORORIENTE
0,,,,,400.0,4,1 a 8 anos,VENTA,5500006,MEDELLIN,casa unifamiliar de lujo en los colores 400 mts 2 casas en 4 alcobas amplias 4 banos alcoba servicio bano garage para 2 carros biblioteca sala comedor cocina en isla patio grande ante jardin acabados de lujo zona vigilada por la cuarta brigada acabados de lujo inspiracion colonial,,1011624,JUAN DIEGO CASTANEDA ,18-03-2021,,2,18-03-2021,6.26429843902588,-75.5939559936523,LOS COLORES,18,CALLE 54,5894696,CASA,USED,,,4,1600000000,,5,1,5500106,OCCIDENTE
0,,"Parqueadero Visitantes, Terraza","Balcon, Bano Auxiliar, Bano Independiente, Closet, Comedor auxiliar, Hall de Alcobas, Instalacion de gas, Patio, Zona de lavanderia","Colegios / Universidades, Parques cercanos",250.0,3,,VENTA,5500006,MEDELLIN,"se vende casa en boston medellin,  cerca al parque,  cuenta con dos niveles mas terraza ,  parqueadero cubierto,  6 habitaciones,  red de gas , patio,  tres banos,  balcon y tres closet,  excelente ubicacion. .",,416189,ARRENDAMIENTOS ALNAGO,18-03-2021,2,1,18-03-2021,6.24763774871826,-75.5658187866211,,30,CRA 38 # 55-62,5894040,CASA,USED,,,6,670000000,,4,1,5500103,NORORIENTE
0,,"Garaje(s), Jardin","Bano Auxiliar, Calentador, Cocina Integral, Comedor auxiliar, Cuarto de Servicio, Estudio, Instalacion de gas, Patio","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",469.0,5,1 a 8 anos,VENTA,5500006,MEDELLIN,"casa unifamiliar en los colores,  area de lote: 253 m2,  area construida: 469 m2. primer nivel: sala,  estudio,  bano social,  alcoba del servicio,  cocina integral,  zona de ropas,  patio,  jardin,  parqueadero doble. segundo nivel: 4 alcobas con bano,  alcoba principal con vestier y jacuzzi,  sala de estar amplia,  estudio,  piso en porcelanato. excelentes acabados..",,1393662,ARRENDAMIENTOS DIAMANTE,18-03-2021,1,2,18-03-2021,0,0,LOS COLORES,14,CARRERA 77,5965353,CASA,USED,,,4,1400000000,,5,1,5500106,OCCIDENTE
0,,,"Balcon, Bano Auxiliar, Cocina Integral, Patio, Piso en Baldosa /  Marmol, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",98.0,2,,VENTA,5500006,MEDELLIN,"a dos cuadras de la carrera 80 donde queda la antigua clinica saludcoop,  en belen la gloria se encuentra esta casa segundo piso.  cuando tienes todos los servicios a la mano tu vida se hace mas facil.  esta casa segundo piso en propiedad horizontal de 3 pisos,  es una casa de excelentes espacios,  iluminada y comoda. son 98 m2,  sala,  comedor,  3 alcobas amplias,  2 banos,  cocina integral,  zona de ropas y cuarto util. piso en granito. una casa para vivir comodamente o invertir y asegurar el dinero..",,1170496,PSC INMOBILIARIA,18-03-2021,2,,18-03-2021,6.22519826889038,-75.6011428833008,LA GLORIA,28,CALLE 20A  80B-25,5950168,CASA,USED,,,3,288000000,,3,1,5500105,SUROCCIDENTE
300000,,,,,240.0,4,,VENTA,5500006,MEDELLIN,casa en el poblado excelente ubicacion cerca al centro comercial amsterdam la calera colegios a 5 minutos de la unidad consta de 04 niveles 04 habitaciones mas servicio biblioteca o estudio 03 salas mas chimenea 03 banos mas 01 social cocina integral full balcon 02 parqueaderos cubiertos zona de alta valorizacion,,1917380,NAYIRO MARTINEZ,18-03-2021,,2,18-03-2021,6.20164346694946,-75.5574188232422,EL POBLADO,20,POBLADO CERCA AL CENTRO COMERCIAL NUEVO ÁMSTERDAM ,5904182,CASA,USED,,,4,800000000,,5,1,5500102,SURORIENTE
0,,"Canchas Deportivas, Circuito cerrado de TV, Jardin, Parqueadero Visitantes, Salon Comunal, Zonas Verdes","Bano Auxiliar, Citofono, Cocina Integral, Cuarto de servicio, Hall de Alcobas, Instalacion de gas, Patio, Zona de lavanderia",Zona Residencial,327.0,3,16 a 30 anos,VENTA,5500006,MEDELLIN,casa con amplios espacios 327mt2 287 50 area construida 04 habitaciones 03 en el segundo y 01 en el tercero con bano closet y balcon cocina integral zona de ropas independiente sala comedor patio 02 parqueaderos cubiertos 1ue constan de 72 6 mt,,2136980,ZULEMA MARTINEZ ,18-03-2021,,2,18-03-2021,6.21413803100586,-75.5676803588867,CASTROPOL,20,POBLADO SECTOR CASTROPOL ,5904102,CASA,USED,,,4,990000000,,5,1,5500102,SURORIENTE
0,,"Garaje(s), Jardin","Cocina Integral, Instalacion de gas","Colegios / Universidades, Parques cercanos, Sobre via principal, Supermercados / C.Comerciales, Trans. Publico cercano",146.0,2,,VENTA,5500006,MEDELLIN,"espectacular casa de primer piso, 2 patios, 2 banos, 4 habitaciones, garaje, sala, parqueadero fuera de la casa, jardin. estrato 3 sector de alta valorizacion y cercana a comercios, colegios, universidades y transporte publico. no pierdas la oportunidad de conocer este inmueble... comunicate conmigo",,2775412,AMALIA MUNOZ,18-03-2021,1,2,18-03-2021,0,0,BELEN,8,CLL 32A 86-05,5904045,CASA,USED,,,4,300000000,,3,1,5500105,SUROCCIDENTE
340000,,"Canchas Deportivas, En conjunto cerrado, Garaje / Parqueadero(s), Garaje(s), Jardin, Kiosko, Parqueadero Visitantes, Piscina, Porteria / Recepcion, Zonas Verdes","Balcon, Bano de Servicio, Calentador, Citofono, Closet, Cocina Integral, Instalacion de gas, Zona de lavanderia","Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Campestre, Zona Residencial",121.0,3,,VENTA,5500006,MEDELLIN,"venta de casa en la mota,  tres habitaciones amplias,  la principal con vestier,  closet y balcon,  sala comedor con muy buena area,  espacio para estudio o zona de tv,  tres banos,  cocina integral moderna,  parqueadero doble lineal,   unidad con vigilancia permanente,  piscina,  zonas verdes y canchas..",,28901,DUQUE GIRALDO Y CIAS S.A.S,18-03-2021,,1,18-03-2021,0,0,,23,CR 75 DA 2 B SUR 50 CS 949,5964394,CASA,USED,,,3,475000000,,5,1,0,
0,,"Acceso Pavimentado, Cancha de Baloncesto, Cancha de Futbol, Vivienda Bifamiliar","Balcon, Closet, Cocineta, Comedor, Estudio, Instalacion de gas, Patio, Piso en Baldosa /  Marmol","Bombas de gasolina, Cerca a sector comercial, Colegios / Universidades, Comodas vias de acceso, Parques cercanos, Sobre via secundaria, Supermercados / C.Comerciales, Trans. Publico cercano, Zona Residencial",124.0,2,Mas de 30 anos,VENTA,5500006,MEDELLIN,"venta de casa con pequeno apartaestudio en la milagrosa,  cerca al parque a iglesia ,  con buenas rutas de servicio publico.4 alcobas, 2 closet,  sala,  comedor,  star,  biblioteca,  balcon, 2 banos 2 patios en uno esta la zona de ropas,  cocina sencilla,  red de gas,  solar,  pisos en baldosa,  apartaestudio de un salon , 1 cocineta, 1 bano se puede rentar en $500.000.casa con buena iluminacion,  desenglobada.",,146067,MERINO HERMANOS Y CIA LTDA.,18-03-2021,1,,18-03-2021,6.23600006103516,-75.5550003051758,,23,CALLE 43 # 29 - 25 CASA P.H,5932503,CASA,USED,,,4,350000000,,3,1,5500101,CENTRO
